Time,Time Code,Series Name,Series Code,United Kingdom [GBR],Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB]
2020,YR2020,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,14.3800001144409,..,..,..,..,..,..,4.71999979019165,17.2399997711182,..,..,3.34999990463257,6.55999994277954,..,..,..,..,2.75,3.4300000667572,..,..,..,..,13.0299997329712,12.6599998474121,18.0100002288818,7.57999992370605,..,..,2.46000003814697,..,..,..,..,..,7.48000001907349,..,..,..,..,9.38000011444092,..,..,..,..,..,9.17000007629395,..,5.3600001335144,..,10.5799999237061,6.98999977111816,1.41999995708466,4.67999982833862,..,..,5.55000019073486,..,14.5,5.75,..,..,4.76999998092651,..,..,..,..,4.32000017166138,5.21000003814697,..,..,..,14.7600002288818,2.5699999332428,..,..,12.0699996948242,..,..,..,..,..,..,..,..,..,4.48000001907349,1.85000002384186,3.67000007629395,15.6800003051758,4.59999990463257,14.3500003814697,..,4.11999988555908,..,3.20000004768372,5.32999992370605,4.17999982833862,2.47000002861023,27.3500003814697,4.61999988555908,..,..,..,3.9300000667572,19.8299999237061,..,..,..,5.07999992370605,..,..,..,..,..,4.09000015258789,4.65000009536743,..,..,2.42000007629395,4.61999988555908,..,..,2.84999990463257,..,..,5.48000001907349,4.71000003814697,..,2.30999994277954,..,5.30000019073486,13.1999998092651,..,..,..,..,..,..,2.57999992370605,..,2.9300000667572,..,..,..,13.8299999237061,..,2.80999994277954,..,..,..,13.2299995422363,..,..,9.4399995803833,..,1.95000004768372,5.80999994277954,..,0.300000011920929,2.23000001907349,5.57000017166138,18.7099990844727,..,..,..,11.539999961853,..,7.94000005722046,4.42000007629395,..,4.84999990463257,..,3.47000002861023,3.13000011444092,..,..,14.6599998474121,..,10.2200002670288,..,..,..,..,..,..,..,4.73000001907349,3.50999999046326,..,..,..,2.1800000667572,..,..,..,..,..,12.6300001144409,..,..,..,..,7.98999977111816,..,5.59000015258789,..,1.50999999046326,..,..,4.48999977111816,..,29.3799991607666,..,..
2020,YR2020,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,27.7399997711182,..,..,..,..,..,..,4.90000009536743,17.2000007629395,..,..,3.75,6.38000011444092,..,..,..,..,2.76999998092651,3.29999995231628,..,..,..,..,15.8000001907349,14.7299995422363,19.8899993896484,8.60000038146973,..,..,2.35999989509583,..,..,..,..,..,7.53000020980835,..,..,..,..,9.14999961853027,..,..,..,..,..,10.5799999237061,..,5.73000001907349,..,..,6.8600001335144,1.63999998569489,4.8600001335144,..,..,6.44000005722046,..,25.6399993896484,7.55000019073486,..,..,4.71999979019165,..,..,..,..,4.48999977111816,5.15000009536743,..,..,..,13.0600004196167,2.69000005722046,..,..,14.8800001144409,..,..,..,..,..,..,..,..,..,4.21000003814697,2.0699999332428,3.40000009536743,22.5499992370605,4.59999990463257,23.0499992370605,..,4.21999979019165,..,3.09999990463257,6.21000003814697,4.40000009536743,2.38000011444092,34.939998626709,5,..,..,..,4.42000007629395,27.7999992370605,..,..,..,4.40999984741211,..,..,..,..,..,3.96000003814697,5.28000020980835,..,..,5.67000007629395,4.59999990463257,..,..,2.6800000667572,..,..,6.78000020980835,4.38000011444092,..,1.07000005245209,..,4.94999980926514,13.2700004577637,..,..,..,..,..,..,2.73000001907349,..,3.07999992370605,..,..,..,15.2200002670288,..,2.52999997138977,..,..,..,15.0900001525879,..,..,9.3100004196167,..,2.0699999332428,5.34000015258789,..,0.860000014305115,2.40000009536743,5.53999996185303,21.2700004577637,..,..,..,30.25,..,8.3100004196167,4.30999994277954,..,5.23000001907349,..,3.63000011444092,3.30999994277954,..,..,15.8999996185303,..,11.3999996185303,..,..,..,..,..,..,..,4.42000007629395,4.19999980926514,..,..,..,2.22000002861023,..,..,..,..,..,16.4699993133545,..,..,..,..,7.76000022888184,..,5.96000003814697,..,1.69000005722046,..,..,5.90999984741211,..,45.7599983215332,..,..
2020,YR2020,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,12.210000038147,..,..,..,..,..,..,4.46000003814697,17.2800006866455,..,..,2.98000001907349,6.73999977111816,..,..,..,..,2.72000002861023,3.57999992370605,..,..,..,..,10.4099998474121,10.1999998092651,16.1100006103516,6.42999982833862,..,..,2.59999990463257,..,..,..,..,..,7.42999982833862,..,..,..,..,9.59000015258789,..,..,..,..,..,7.73999977111816,..,4.88000011444092,..,..,7.1399998664856,1.21000003814697,4.46000003814697,..,..,4.05000019073486,..,9.6899995803833,4.05999994277954,..,..,4.84000015258789,..,..,..,..,4.09999990463257,5.26999998092651,..,..,..,16.5400009155273,2.48000001907349,..,..,9.13000011444092,..,..,..,..,..,..,..,..,..,4.75,1.58000004291534,4,13.5200004577637,4.59999990463257,10.4899997711182,..,4.01999998092651,..,3.3199999332428,4.26000022888184,3.79999995231628,2.53999996185303,22.1299991607666,4.25,..,..,..,3.59999990463257,13.5699996948242,..,..,..,6.17999982833862,..,..,..,..,..,4.26999998092651,4.07000017166138,..,..,..,4.63000011444092,..,..,3.00999999046326,..,..,4.32000017166138,4.98999977111816,..,3.85999989509583,..,5.80999994277954,13.1199998855591,..,..,..,..,..,..,2.42000007629395,..,2.75,..,..,..,12.2799997329712,..,3.13000011444092,..,..,..,10.5900001525879,..,..,9.53999996185303,..,1.78999996185303,6.55000019073486,..,0.150000005960464,2.03999996185303,5.6100001335144,16.9400005340576,..,..,..,3.90000009536743,..,7.48000001907349,4.51999998092651,..,4.5,..,3.25999999046326,2.89000010490417,..,..,13.2200002670288,..,8.92000007629395,..,..,..,..,..,..,..,5.13000011444092,2.97000002861023,..,..,..,2.11999988555908,..,..,..,..,..,9.97999954223633,..,..,..,..,8.27000045776367,..,5.19999980926514,..,1.21000003814697,..,..,2.99000000953674,..,15.9099998474121,..,..
2020,YR2020,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,11.1000003814697,..,..,..,..,..,..,14.8199996948242,24.2600002288818,..,..,12.1999998092651,15.3400001525879,..,..,..,..,11.039999961853,11.7600002288818,..,..,..,..,6.71000003814697,19.7299995422363,27.6200008392334,17.1399993896484,..,..,13.7600002288818,..,..,..,..,..,16.7399997711182,..,..,..,..,11.5900001525879,..,..,..,..,..,19.2999992370605,..,9.93000030517578,..,25.4099998474121,6.98999977111816,10.3999996185303,9.38000011444092,..,..,5.42000007629395,..,6.01999998092651,4,..,..,13.4099998474121,..,..,..,..,18.7900009155273,14.0100002288818,..,..,..,26.6200008392334,8.78999996185303,..,..,18.5900001525879,..,..,..,..,..,..,..,..,..,7.26000022888184,10.9200000762939,8.39000034332275,2.91000008583069,2.86999988555908,7.07000017166138,..,8.05000019073486,..,7.28000020980835,12.6599998474121,3.25,..,20.6299991607666,..,..,..,..,3.9300000667572,35.2400016784668,..,..,..,18.3600006103516,..,..,..,..,..,22.4799995422363,11.2399997711182,..,..,1,4.05000019073486,..,..,6.15999984741211,..,..,8.90999984741211,4.25,..,4.69999980926514,..,5.90000009536743,33.6800003051758,..,..,..,..,..,..,6.69000005722046,..,6.75,..,..,..,21.7800006866455,..,8.96000003814697,..,..,..,15.3199996948242,..,..,4.36999988555908,..,8.51000022888184,6.38000011444092,..,0.0500000007450581,7.61999988555908,12.5100002288818,15.7399997711182,..,..,..,6.67000007629395,..,8.6899995803833,..,..,5.44000005722046,..,30.5400009155273,10.9499998092651,..,..,35.4799995422363,..,21.3099994659424,..,..,..,..,..,..,..,24.6100006103516,8.27000045776367,..,..,..,0.889999985694885,..,..,..,..,..,12.5600004196167,..,..,..,..,11.8199996948242,..,11.7200002670288,..,..,..,..,1.71000003814697,..,24.3199996948242,..,..
2020,YR2020,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,19.8500003814697,..,..,..,..,..,..,17.1100006103516,19.8600006103516,..,..,10.5,13.3100004196167,..,..,..,..,10.0900001525879,12.5500001907349,..,..,..,..,9.76000022888184,18.0400009155273,26.8700008392334,22.0699996948242,..,..,15.8000001907349,..,..,..,..,..,18.4400005340576,..,..,..,..,12.8500003814697,..,..,..,..,..,28.1800003051758,..,10.1599998474121,..,..,7.75,10.2299995422363,10.0900001525879,..,..,8.60000038146973,..,12.960000038147,3.32999992370605,..,..,14.3000001907349,..,..,..,..,21.1599998474121,14.0900001525879,..,..,..,21.1700000762939,7.57000017166138,..,..,22.8700008392334,..,..,..,..,..,..,..,..,..,5.07999992370605,11.2299995422363,7.67999982833862,1.8400000333786,2.16000008583069,5.07999992370605,..,8.44999980926514,..,7.23000001907349,15.0100002288818,4.59000015258789,..,14.1700000762939,..,..,..,..,3.48000001907349,37.4300003051758,..,..,..,18.3400001525879,..,..,..,..,..,22.6499996185303,12.5,..,..,1.20000004768372,3.89000010490417,..,..,7.51000022888184,..,..,11.789999961853,3.96000003814697,..,4.57000017166138,..,5.53000020980835,41.0099983215332,..,..,..,..,..,..,7.19000005722046,..,6.55999994277954,..,..,..,18.1399993896484,..,8.6899995803833,..,..,..,22.5900001525879,..,..,3.63000011444092,..,9.89000034332275,7.07000017166138,..,0.170000001788139,6.53000020980835,13.6000003814697,17.9400005340576,..,..,..,19.2800006866455,..,8.15999984741211,..,..,5.34999990463257,..,32.0900001525879,9.56999969482422,..,..,38.1100006103516,..,25.7999992370605,..,..,..,..,..,..,..,28.5699996948242,8.64999961853027,..,..,..,0.689999997615814,..,..,..,..,..,11.710000038147,..,..,..,..,11.8699998855591,..,13.9899997711182,..,..,..,..,1.76999998092651,..,15.4799995422363,..,..
2020,YR2020,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,9.97000026702881,..,..,..,..,..,..,13.6599998474121,26.0599994659424,..,..,13.8100004196167,18.0400009155273,..,..,..,..,11.539999961853,11.289999961853,..,..,..,..,4.82000017166138,20.8500003814697,28.4300003051758,14.4700002670288,..,..,12.5,..,..,..,..,..,15.6599998474121,..,..,..,..,10.9700002670288,..,..,..,..,..,14.6000003814697,..,9.73999977111816,..,..,6.53999996185303,10.539999961853,8.92000007629395,..,..,3.86999988555908,..,5.42999982833862,4.40000009536743,..,..,13.0200004577637,..,..,..,..,17.4200000762939,13.9399995803833,..,..,..,29.0300006866455,9.6899995803833,..,..,15.9200000762939,..,..,..,..,..,..,..,..,..,9.19999980926514,10.6700000762939,8.89000034332275,3.16000008583069,3.29999995231628,7.28999996185303,..,7.86999988555908,..,7.30999994277954,11.5100002288818,2.52999997138977,..,21.1399993896484,..,..,..,..,4.44999980926514,34.6199989318848,..,..,..,18.3700008392334,..,..,..,..,..,22.3999996185303,10.2299995422363,..,..,0.829999983310699,4.11999988555908,..,..,5.51000022888184,..,..,7.19999980926514,4.40999984741211,..,4.80999994277954,..,6.13000011444092,27.7800006866455,..,..,..,..,..,..,6.30999994277954,..,6.82000017166138,..,..,..,23.3500003814697,..,9.14999961853027,..,..,..,11.1000003814697,..,..,4.94999980926514,..,7.84000015258789,5.8899998664856,..,0.0399999991059303,8.35999965667725,11.8699998855591,13.9899997711182,..,..,..,4.57999992370605,..,9.10999965667725,..,..,5.5,..,29.3199996948242,12.039999961853,..,..,33.5200004577637,..,18.4400005340576,..,..,..,..,..,..,..,21.9799995422363,7.92999982833862,..,..,..,1.01999998092651,..,..,..,..,..,12.8599996566772,..,..,..,..,11.7799997329712,..,10.5200004577637,..,..,..,..,1.64999997615814,..,24.8199996948242,..,..
2020,YR2020,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,12.5699996948242,..,..,..,..,..,..,12.5699996948242,18.7999992370605,..,..,4.98000001907349,6.48000001907349,..,..,..,..,4.55999994277954,5.73000001907349,..,..,..,..,10.6999998092651,16.2199993133545,30.7800006866455,16.0799999237061,..,..,4.71000003814697,..,..,..,..,..,12.8299999237061,..,..,..,..,11.9899997711182,..,..,..,..,..,21.6000003814697,..,8.19999980926514,..,22.5300006866455,8.47999954223633,2.39000010490417,4.76999998092651,..,..,8.5,..,7.17000007629395,8.13000011444092,..,..,7.3899998664856,..,..,..,..,8.90999984741211,8.85000038146973,..,..,..,20.5400009155273,3.13000011444092,..,..,18.5200004577637,..,..,..,..,..,..,..,..,..,6.13000011444092,4.11999988555908,5.53000020980835,8.94999980926514,7.26999998092651,10.289999961853,..,6.90000009536743,..,5.23000001907349,8.73999977111816,6.38000011444092,3.21000003814697,10.6099996566772,6.05000019073486,..,..,..,3.95000004768372,26.4799995422363,..,..,..,8.76000022888184,..,..,..,..,..,11.3599996566772,6.88000011444092,..,..,3.34999990463257,4.61999988555908,..,..,3.6800000667572,..,..,9.81999969482422,5.28000020980835,..,3.98000001907349,..,9.07999992370605,18.0499992370605,..,..,..,..,..,..,3.6800000667572,..,4.92999982833862,..,..,..,16.2700004577637,..,4.3600001335144,..,..,..,23.9099998474121,..,..,9.90999984741211,..,3.48000001907349,8.35999965667725,..,0.200000002980232,5.09999990463257,4.96999979019165,24,..,..,..,5.86999988555908,..,9.57999992370605,4.57000017166138,..,5.98000001907349,..,6.30000019073486,5.53000020980835,..,..,30.2000007629395,..,16.5,..,..,..,..,..,..,..,6.32000017166138,5.01000022888184,..,..,..,1.38999998569489,..,..,..,..,..,14.960000038147,..,..,..,..,10.7299995422363,..,10.460000038147,..,6.21999979019165,..,..,2.66000008583069,..,25.0900001525879,..,..
2020,YR2020,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,26.4899997711182,..,..,..,..,..,..,15.3100004196167,16.8199996948242,..,..,4.84999990463257,8.64000034332275,..,..,..,..,3.54999995231628,6.21999979019165,..,..,..,..,13.4700002670288,20.5300006866455,33.1199989318848,19.6700000762939,..,..,4.40000009536743,..,..,..,..,..,12.9099998474121,..,..,..,..,12.3699998855591,..,..,..,..,..,25.7000007629395,..,8.43000030517578,..,..,8.85000038146973,2.9300000667572,5.46999979019165,..,..,11.1300001144409,..,16.1800003051758,9.78999996185303,..,..,8,..,..,..,..,9.05000019073486,9.32999992370605,..,..,..,18.9300003051758,2.65000009536743,..,..,23.2199993133545,..,..,..,..,..,..,..,..,..,4.96999979019165,4.59000015258789,6.5,10.4399995803833,7.44000005722046,16.6700000762939,..,7.36999988555908,..,5.34999990463257,10.25,7.13000011444092,2.63000011444092,24.5,7.44999980926514,..,..,..,3.60999989509583,36.0200004577637,..,..,..,8.59000015258789,..,..,..,..,..,11.4499998092651,5.90000009536743,..,..,5.76999998092651,4.8899998664856,..,..,3.73000001907349,..,..,10.9099998474121,4.80999994277954,..,3.91000008583069,..,9.40999984741211,18.3999996185303,..,..,..,..,..,..,3.78999996185303,..,5.84000015258789,..,..,..,16.3899993896484,..,4.57999992370605,..,..,..,31.3299999237061,..,..,10.4499998092651,..,3.98000001907349,9.35999965667725,..,0.560000002384186,5.03999996185303,4.94000005722046,29.1700000762939,..,..,..,16.4400005340576,..,10.4899997711182,3.00999999046326,..,6.6399998664856,..,7.01000022888184,7.5,..,..,33.7799987792969,..,19.1800003051758,..,..,..,..,..,..,..,6.88000011444092,4.55999994277954,..,..,..,1.4099999666214,..,..,..,..,..,21.7800006866455,..,..,..,..,10.539999961853,..,11.1000003814697,..,4.51000022888184,..,..,3.25,..,40.0699996948242,..,..
2020,YR2020,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,10.5,..,..,..,..,..,..,10.3699998855591,19.9099998474121,..,..,5.07999992370605,4.48999977111816,..,..,..,..,5.38000011444092,5.38000011444092,..,..,..,..,8.88000011444092,13.8500003814697,28.5200004577637,13.25,..,..,4.92000007629395,..,..,..,..,..,12.7700004577637,..,..,..,..,11.710000038147,..,..,..,..,..,18.4899997711182,..,8.03999996185303,..,..,8.22000026702881,2,4.23000001907349,..,..,6.30999994277954,..,5.82000017166138,6.8600001335144,..,..,6.96000003814697,..,..,..,..,8.8100004196167,8.46000003814697,..,..,..,21.5100002288818,3.65000009536743,..,..,15.2399997711182,..,..,..,..,..,..,..,..,..,7.3899998664856,3.78999996185303,4.8899998664856,8.68000030517578,7.17999982833862,9.51000022888184,..,6.55000019073486,..,5.1399998664856,7.59999990463257,5.71999979019165,3.58999991416931,8.80000019073486,5.1100001335144,..,..,..,4.19999980926514,23.9500007629395,..,..,..,8.89000034332275,..,..,..,..,..,11.3000001907349,7.71000003814697,..,..,2.23000001907349,4.44999980926514,..,..,3.65000009536743,..,..,9.0600004196167,5.59999990463257,..,4.03999996185303,..,8.85999965667725,17.8199996948242,..,..,..,..,..,..,3.58999991416931,..,4.23000001907349,..,..,..,16.1900005340576,..,4.21000003814697,..,..,..,17.4899997711182,..,..,9.59000015258789,..,3.17000007629395,7.44999980926514,..,0.119999997317791,5.15000009536743,5,19.5,..,..,..,3.92000007629395,..,8.97000026702881,6.15999984741211,..,5.48000001907349,..,5.78999996185303,4.28000020980835,..,..,27.2900009155273,..,14.1199998855591,..,..,..,..,..,..,..,5.92999982833862,5.44999980926514,..,..,..,1.37000000476837,..,..,..,..,..,12.5699996948242,..,..,..,..,10.8299999237061,..,9.97000026702881,..,9.27000045776367,..,..,2.26999998092651,..,22.3099994659424,..,..
2020,YR2020,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.15500020980835,16.863000869751,13.1680002212524,21.4500007629395,..,..,8.77400016784668,..,12.375,22.2840003967285,..,6.35400009155273,5.22700023651123,7.47200012207031,13.293999671936,5.18900012969971,8,9.0930004119873,3.7279999256134,5.35300016403198,12.0579996109009,1.8400000333786,..,4.65999984741211,9.84000015258789,17.4109992980957,25.6560001373291,16.0419998168945,..,9.12399959564209,4.76399993896484,4.84200000762939,1.33700001239777,14.6280002593994,0.379000008106232,4.38000011444092,9.38599967956543,..,7.17899990081787,1.29299998283386,8.04100036621094,11.4390001296997,4.33799982070923,19.0400009155273,11.621000289917,4.51399993896484,24.2129993438721,22.5559997558594,4.10200023651123,7.57999992370605,2.79200005531311,..,7.61700010299683,2.95099997520447,5.98400020599365,38.9480018615723,..,9.05500030517578,7.33199977874756,23.6200008392334,6.50400018692017,11.0900001525879,8.77299976348877,6.61899995803833,27.3840007781982,4.04400014877319,..,5.94899988174438,7.48799991607666,7.95300006866455,15.0419998168945,29.8139991760254,14.4289999008179,16.3139991760254,3.375,4.83300018310547,..,19.8239994049072,..,..,6.52400016784668,4.48299980163574,6.14400005340576,7.55399990081787,19.2029991149902,18.4069995880127,11.4499998092651,4.7480001449585,4.48000001907349,5.29500007629395,5.50699996948242,3.77800011634827,19.7639999389648,32.1110000610352,5.64699983596802,..,4.12099981307983,10.1890001296997,11.9829998016357,2.51900005340576,26.5429992675781,5.375,5.98999977111816,..,2.98900008201599,3.98799991607666,..,8.23200035095215,10.9409999847412,0.982999980449677,7.07000017166138,16.9619998931885,24.3950004577637,3.21600008010864,26.0620002746582,..,7.69999980926514,6.96799993515015,2.21499991416931,2.51799988746643,8.37199974060059,4.67000007629395,5.70300006866455,8.6850004196167,4.35699987411499,..,12.5780000686646,11.128999710083,4.09700012207031,..,3.24600005149841,..,6.69700002670288,18.3999996185303,13.1960000991821,4.08900022506714,1.18900001049042,20.1480007171631,..,4.53299999237061,3.95300006866455,17.4309997558594,4.97100019454956,6.1710000038147,0.541999995708466,8.58100032806396,16.9130001068115,..,4.13500022888184,11.9440002441406,4.98699998855591,..,16.5729999542236,1.62699997425079,10.0179996490479,6.99499988555908,2.71399998664856,3.28800010681152,7.04899978637695,7.37799978256226,0.485000014305115,4.68699979782104,5.53399991989136,1.59800004959106,10.6470003128052,..,22.4209995269775,20.3819999694824,3.82699990272522,9.41100025177002,..,4.45800018310547,4.39300012588501,..,7.05999994277954,5.62099981307983,0.947000026702881,25.4029998779297,31.0359992980957,15.1389999389648,17.4290008544922,8.92599964141846,..,18.617000579834,..,20.1459999084473,31.2269992828369,13.3280000686646,8.28499984741211,5.00099992752075,22.2660007476807,6.11399984359741,3.15199995040894,1.08899998664856,6.42500019073486,3.01799988746643,4.26100015640259,4.55600023269653,24.0470008850098,14.8299999237061,3.25200009346008,..,..,3.41199994087219,8.7790002822876,7.46999979019165,8.34500026702881,12.3489999771118,6.79199981689453,1.87899994850159,7.6560001373291,2.81900000572205,14.6709995269775,40.023998260498,25.4939994812012,13.4250001907349
